id,technique_id,name,tactic,x_mitre_platforms,malware_tool_name,software_id,software_count,threat Name,group_id,group_count,campaign_name,campaign_id,campaign_count,Mitigation Count,Detection Count
attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b,T1069.001,Local Groups,['discovery'],"['Linux', 'macOS', 'Windows']",Sys10;JPIN;SILENTTRINITY;BloodHound;Cobalt Strike;QakBot;PoshC2;Net;Kazuar;POWRUNER;Helminth;LunarWeb;Epic;OSInfo;Flagpro;Emissary;Caterpillar WebShell;FlawedAmmyy;Kwampirs,malware--7f8730af-f683-423f-9ee1-5f6875a80481;malware--de6cb631-52f6-4169-a73b-7965390b0c30;tool--1244e058-fa10-48cb-b484-0bcf671107ae;tool--066b057c-944e-4cfc-b654-e3dfba04b926;malware--a7881f21-e978-4fe4-af56-92c9416a2616;malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9;tool--4b57c098-f043-4da2-83ef-7588a6d426bc;tool--03342581-f790-4f03-ba41-e82e67392e23;malware--536be338-e2ef-4a6b-afb6-8d5568b91eb2;malware--09b2cd76-c674-47cc-9f57-d2f2ad150a46;malware--eff1a885-6f90-42a1-901f-eef6e7a1905e;malware--e1284931-3f85-4262-a641-9ae8bb0576a0;malware--6b62e336-176f-417b-856a-8552dd8c44e1;malware--f6d1d2cb-12f5-4221-9636-44606ea1f3f8;malware--592260fb-dd5c-4a30-8d99-106a0485be0d;malware--0f862b01-99da-47cc-9bdb-db4a86a95bb1;malware--751b77e6-af1f-483b-93fe-eddf17f92a64;malware--432555de-63bf-4f2a-a3fa-f720a4561078;malware--c2417bab-3189-4d4d-9d60-96de2cdaf0ab,19,Turla;admin@338;Tonto Team;HEXANE;Volt Typhoon;Chimera;OilRig,intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6;intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756;intrusion-set--c5b81590-6814-4d2a-8baa-15c4b6c7f960;intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3;intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2;intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c;intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,7,Operation Wocao;C0015;Operation CuckooBees,campaign--b03d5112-e23a-4ac8-add0-be7502d24eff;campaign--78068e68-4124-4243-b6f4-76e4e5be8a06;campaign--93c23946-49af-41f4-ac03-40f9ffc7419b,3,0,4
attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b,T1566,Phishing,['initial-access'],"['Linux', 'macOS', 'Windows', 'SaaS', 'Identity Provider', 'Office Suite']",INC Ransomware;Hikit;Royal,malware--f25d4207-25b2-4bb0-a17a-403943c670ad;malware--95047f03-4811-4300-922e-1ba937d53a61;malware--802a874d-7463-4f2a-99e3-6a1f5a919a21,3,INC Ransom;GOLD SOUTHFIELD;Axiom,intrusion-set--cb41e991-65f4-4668-a65f-f4200545b5a1;intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133;intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,3,,,0,6,4
attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,T1547.001,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],Emissary;Maze;WarzoneRAT;FinFisher;Rover;BadPatch;Final1stspy;Backdoor.Oldrea;Ursnif;NETWIRE;EvilBunny;Pisloader;AuTo Stealer;Agent Tesla;SHIPSHAPE;FunnyDream;QakBot;Gelsemium;ChChes;Raspberry Robin;ADVSTORESHELL;DarkTortilla;Helminth;Xbash;CozyCar;InvisiMole;Gazer;Crimson;Emotet;JCry;EVILNUM;Kazuar;Remcos;ThreatNeedle;GrimAgent;Lucifer;HTTPBrowser;PoisonIvy;Cobian RAT;Carberp;Gootloader;FLASHFLOOD;QuasarRAT;LoJax;Pteranodon;Matryoshka;MarkiRAT;STARWHALE;FlawedAmmyy;Sakula;RTM;Clambling;SharpStage;Reaver;SMOKEDHAM;Small Sieve;Gold Dragon;TINYTYPHON;SDBbot;SPACESHIP;Chinoxy;Mispadu;Empire;BACKSPACE;CrossRAT;Machete;Octopus;njRAT;Kasidet;DownPaper;Flagpro;PowerShower;Aria-body;Bisonal;RunningRAT;TAINTEDSCRIBE;Turian;PowerSploit;Briba;build_downer;Smoke Loader;Hi-Zor;PUNCHBUGGY;Truvasys;NOKKI;Rifdoor;Nebulae;Grandoreiro;Vasport;ObliqueRAT;KONNI;DarkGate;Snip3;BBSRAT;Ixeshe;AvosLocker;Metamorfo;NETEAGLE;LiteDuke;ServHelper;BitPaymer;FatDuke;Remexi;ShimRat;Trojan.Karagany;Hancitor;MoleNet;JHUHUGIT;USBStealer;Mivast;Winnti for Windows;DarkComet;TinyZBot;POWERSOURCE;NavRAT;Heyoka Backdoor;Seasalt;Saint Bot;BabyShark;gh0st RAT;RCSession;SeaDuke;InnaputRAT;GRIFFON;Sykipot;PLAINTEE;Conficker;ANDROMEDA;LookBack;Zebrocy;SslMM;DnsSystem;BADNEWS;VBShower;Chaes;PlugX;Koadic;Ramsay;ROADSWEEP;Carbanak;DustySky;RedLeaves;KOCTOPUS;Bazar;TURNEDUP;PowerDuke;Mosquito;Astaroth;POWERTON;FELIXROOT;TrickBot;PoetRAT;RogueRobin;MCMD;Elise;Mongall;Taidoor;Amadey;BlackEnergy;EvilGrab;GuLoader;S-Type;Avaddon;Prikormka;SNUGRIDE;IcedID;Okrum;BoomBox;NanHaiShu;SysUpdate;Cardinal RAT;NanoCore;SILENTTRINITY;CORESHELL;AppleSeed;Pikabot;Ryuk;StrongPity;Pupy;Comnie;Zeus Panda;Latrodectus,malware--0f862b01-99da-47cc-9bdb-db4a86a95bb1;malware--d9f7383c-95ec-4080-bbce-121c9384457b;malware--fde19a18-e502-467f-be14-58c71b4e7f4b;malware--a5528622-3a8a-4633-86ce-8cdaf8423858;malware--6b616fc1-1505-48e3-8b2c-0d19337bff38;malware--9af05de0-bc09-4511-a350-5eb8b06185c1;malware--a2282af0-f9dd-4373-9b92-eaf9e11e0c71;malware--083bb47b-02c8-4423-81a2-f9ef58572974;malware--1492d0f8-7e14-4af3-9239-bc3fe10d3407;malware--2a70812b-f1ef-44db-8578-a496a227aef2;malware--a8a778f5-0035-4870-bb25-53dc05029586;malware--b96680d1-5eb3-4f07-b95c-00ab904ac236;malware--3e4e2c79-2b27-4245-a5c1-5586a3cbd8f5;malware--e7a5229f-05eb-440e-b982-9a6d2b2b87c8;malware--b1de6916-7a22-4460-8d26-6b5483ffaa2a;malware--be25c1c0-1590-4219-a3d5-6f31799d1d1b;malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9;malware--efa7c4d6-8e30-41d9-a8fd-26dc337f4a1b;malware--dc5d1a33-62aa-4a0c-aa8c-589b87beb11e;malware--4e385fa6-ebe0-43fc-9ccf-5b51b5dc4d79;malware--fb575479-14ef-41e9-bfab-0b7cf10bec73;malware--5faaf81a-aa5b-4a4b-bae5-522439e068f8;malware--eff1a885-6f90-42a1-901f-eef6e7a1905e;malware--6a92d80f-cc65-45f6-aa66-3cdea6786b3c;malware--e6ef745b-077f-42e1-a37d-29eecff9c754;malware--47afe41c-4c08-485e-b062-c3bd209a1cce;malware--76abb3ef-dafd-4762-97cb-a35379429db4;malware--326af1cd-78e7-45b7-a326-125d2f7ef8f2;malware--32066e94-3112-48ca-b9eb-ba2b59d2f023;malware--aaf3fa65-8b27-4e68-91de-2b7738fe4c82;malware--7cdfccda-2950-4167-981a-60872ff5d0db;malware--536be338-e2ef-4a6b-afb6-8d5568b91eb2;tool--7cd0bc75-055b-4098-a00e-83dc8beaff14;malware--16040b1c-ed28-4850-9d8f-bb8b81c42092;malware--c9b99d03-ff11-4a48-95f0-82660d582c25;malware--54a73038-1937-4d71-a253-316e76d5413c;malware--e066bf86-9cfb-407a-9d25-26fd5d91e360;malware--b42378e0-f147-496f-992a-26a49705395b;malware--aa1462a1-d065-416c-b354-bedd04998c7f;malware--bbcd7a02-ef24-4171-ac94-a93540173b94;malware--396c18b9-26fb-4435-8589-fb856502e4c4;malware--43213480-78f7-4fb3-976f-d48f5f6a4c2a;tool--da04ac30-27da-4959-a67d-450ce47d9470;malware--b865dded-0553-4962-a44b-6fe7863effed;malware--5f9f7648-04ba-4a9f-bb4c-2a13e74572bd;malware--1cc934e4-b01d-4543-a011-b988dfc1a458;malware--532c6004-b1e8-415b-9516-f7c14ba783b1;malware--e355fc84-6f3c-4888-8e0a-d7fa9c378532;malware--432555de-63bf-4f2a-a3fa-f720a4561078;malware--96b08451-b27a-4ff6-893f-790e26393a8e;malware--92ec0cbd-2c30-44a2-b270-73f4ec949841;malware--6e95feb1-78ee-48d3-b421-4d76663b5c49;malware--0ba9281c-93fa-4b29-8e9e-7ef918c7b13a;malware--65341f30-bec6-4b1d-8abf-1a5620446c29;malware--7e0f8b0f-716e-494d-827e-310bd6ed709e;malware--ff41b9b6-4c1d-407b-a7e2-835109c8dbc5;malware--b9799466-9dd7-4098-b2d6-f999ce50b9a8;malware--85b39628-204a-48d2-b377-ec368cbcb7ca;malware--92b03a94-7147-4952-9d5a-b4d24da7487c;malware--8b880b41-5139-4807-baa9-309690218719;malware--0b639373-5f03-430e-b8f9-2fe8c8faad8e;malware--4e6464d2-69df-4e56-8d4c-1973f84d7b80;tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3;malware--fb261c56-b80e-43a9-8351-c84081e7213d;malware--a5e91d50-24fa-44ec-9894-39a88f658cea;malware--35cd1d01-1ede-44d2-b073-a264d727bc04;malware--e2031fd5-02c2-43d4-85e2-b64f474530c2;malware--d906e6f7-434c-44c0-b51a-ed50af8f7945;malware--26fed817-e7bf-41f9-829a-9075ffac45c2;malware--e48df773-7c95-4a4c-ba70-ea3d15900148;malware--592260fb-dd5c-4a30-8d99-106a0485be0d;malware--53486bc7-7748-4716-8190-e4f1fde04c53;malware--3161d76a-e2b2-4b97-9906-24909b735386;malware--65ffc206-d7c1-45b3-b543-f6b726e7840d;malware--60d50676-459a-47dd-92e9-a827a9fe9c58;malware--7f4bbe05-1674-4087-8a16-8f1ad61b6152;malware--350f12cf-fd3b-4dad-b323-14b943090df4;tool--13cd9151-83b7-410d-9f98-25d0f0d1d80d;malware--79499993-a8d6-45eb-b343-bf58dea5bdde;malware--d2c7f8ad-3b50-4cfa-bbb1-799eff06fb40;malware--0c824410-58ff-49b2-9cf2-1c96b182bdf0;malware--5967cc93-57c9-404a-8ffd-097edfa7bdfc;malware--5c6ed2dc-37f4-40ea-b2e1-4c76140a388c;malware--691c60e2-273d-4d56-9ce6-b67e0f8719ad;malware--071d5d65-83ec-4a55-acfa-be7d5f28ba9a;malware--44c75271-0e4d-496f-ae0a-a6d883a42a65;malware--22b17791-45bf-45c0-9322-ff1a0af5cf2b;malware--958b5d06-8bb0-4c5b-a2e7-0130fe654ac7;malware--f4d8a2d6-c684-453a-8a14-cf4a94f755c5;malware--5864e59f-eb4c-43ad-83b2-b5e4fae056c9;malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1;malware--6f6f67c9-556d-4459-95c2-78d272190e52;malware--4327aff5-f194-440c-b499-4d9730cc1eab;malware--64d76fa5-cf8f-469c-b78c-1a4f7c5bad80;malware--8beac7c2-48d2-4cd9-9b15-6c452f38ac06;malware--0945a1a5-a79a-47c8-9079-10c16cdfcb5d;malware--81c57a96-fc8c-4f91-af8e-63e24c2927c2;malware--53cf6cc4-65aa-445a-bcf8-c3d296f8a7a2;malware--95e2cbae-d82c-4f7b-b63c-16462015d35d;malware--aae22730-e571-4d17-b037-65f2a3e26213;malware--fa766a65-5136-4ff3-8429-36d08eaa0100;malware--54a01db0-9fab-4d5f-8209-53cef8425f4a;malware--ecc2f65a-b452-4eaf-9689-7e181f17f7a5;malware--5763217a-05b6-4edd-9bca-057e47b5e403;malware--82cb34ba-02b5-432b-b2d2-07f55cbf674d;malware--ef2247bf-8062-404b-894f-d65d00564817;malware--8a59f456-79a0-4151-9f56-9b1a67332af2;malware--8ae43c46-57ef-47d5-a77a-eebb35628db2;malware--af2ad3b7-ab6a-4807-91fd-51bcaff9acbb;malware--fbb470da-1d44-4f29-bbb3-9efbe20f94a3;malware--d3afa961-a80c-4043-9509-282cdf69ab21;malware--53ab35c2-d00e-491a-8753-41d35ae7e547;malware--c0c45d38-fe57-4cd4-b2b2-9ecd0ddd4ca9;malware--17e919aa-4a49-445c-b103-dbb8df9e7351;malware--53a42597-1974-4b8e-84fd-3675e8992053;malware--dff90475-9f72-41a6-84ed-1fbefd3874c0;malware--b45747dc-87ca-4597-a245-7e16a61bc491;malware--7724581b-06ff-4d2b-b77c-80dc8d53070b;malware--d1b7830a-fced-4be3-a99c-f495af9d9e1b;malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24;malware--03acae53-9b98-46f6-b204-16b930839055;malware--67e6d66b-1b82-4699-b47a-e2efb6268d14;malware--c8b6cc43-ce61-42ae-87f3-a5f10526f952;malware--04fc1842-f9e4-47cf-8cb8-5c61becad142;malware--6a0ef5d4-fc7c-4dda-85d7-592e4dbdc5d9;malware--21c0b55b-5ff3-4654-a05e-e3fc1ee1ce1b;malware--58eddbaf-7416-419a-ad7b-e65b9d4c3b55;malware--dcd9548e-df9e-47c2-81f3-bc084289959d;malware--c9ccc4df-1f56-49e7-ad57-b383e1451688;malware--a4f57468-fbd5-49e4-8476-52088220b92d;malware--2fb26586-2b53-4b9a-ad4f-2b3bcb9a2421;malware--8a2867f9-e8fc-4bf1-a860-ef6e46311900;malware--e9595678-d269-469e-ae6b-75e49259de63;malware--8caa18af-4758-4fd3-9600-e8af579e89ed;malware--77e0ecf7-ca91-4c06-8012-8e728986a87a;malware--64fa0de0-6240-41f4-8638-f4ca7ed528fd;tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4;malware--ba09b86c-1c40-4ff1-bda0-0d8c4ca35997;malware--be471c69-12d5-4bcc-9dad-3d42c3dbca4b;malware--72f54d66-675d-4587-9bd3-4ed09f9522e4;malware--687c23e4-4e25-4ee7-a870-c5e002511f54;malware--17b40f60-729f-4fe8-8aea-cc9ee44a95d5;malware--df9b350b-d4f9-4e79-a826-75cc75fbc1eb;malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0;malware--db1355a7-e5c9-4e2c-8da7-eccf2ae9bf5c;malware--00c3bfcb-99bd-4767-8c03-b08f585f5c8a;malware--92b55426-109f-4d93-899f-1833ce91ff90;malware--edb24a93-1f7a-4bbf-a738-1397a14662c6;malware--e85cae1a-bce3-4ac4-b36b-b00acac0567b;malware--cf8df906-179c-4a78-bd6e-6605e30f6624;malware--00806466-754d-44ea-ad6f-0caf59cb8556;malware--cc5497f7-a9e8-436f-94da-b2b4a9b9ad3c;malware--8ec6e3b4-b06d-4805-b6aa-af916acc2122;tool--975737f1-b10d-476f-8bda-3ec26ea57172;malware--7551188b-8f91-4d34-8350-0d0c57b2b913;malware--6fb36c6f-bb3d-4ed6-9471-cb9933e5c154;malware--b143dfa4-e944-43ff-8429-bfffc308c517;malware--05318127-5962-444b-b900-a9dcfe0ff6e9;malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4;malware--2f1a9fd0-3b7c-4d77-a358-78db13adbe78;malware--45c759ac-b490-48bb-80d4-c8eee3431027;malware--66b1dcde-17a0-4c7b-95fa-b08d430c2131;malware--58c5a3a1-928f-4094-9e98-a5a4e56dd5f3;malware--37cc7eb6-12e3-467b-82e8-f20f2cc73c69;malware--3240cbe4-c550-443b-aa76-cc2a7058b870;malware--5147ef15-1cae-4707-8ea1-bee8d98b7f1d;malware--4b6ec280-7bbb-48ff-ae59-b189520ebe83;malware--c26f1c05-b861-4970-94dc-2f7f921a3074;malware--705f0783-5f7d-4491-b6b7-9628e6e006d2;malware--c009560a-f097-45a3-8f9f-78ec1440a783;malware--b879758f-bbc4-4cab-b5ba-177ac9b009b4;malware--b4d80f8b-d2b9-4448-8844-4bef777ed676;tool--1244e058-fa10-48cb-b484-0bcf671107ae;malware--60c18d06-7b91-4742-bae3-647845cd9d81;malware--295721d2-ee20-4fa3-ade3-37f4146b4570;malware--02739f57-7585-4319-acd3-794ae8ff3a70;malware--a020a61c-423f-4195-8c46-ba1d21abba37;malware--20945359-3b39-4542-85ef-08ecb4e1c174;tool--cb69b20d-56d0-41ab-8440-4a4b251614d4;malware--f4c80d39-ce10-4f74-9b50-a7e3f5df1f2e;malware--198db886-47af-4f4c-bff5-11b891f85946;malware--76fde8df-3495-47c9-82eb-125c4f7fb621,182,Inception;TeamTNT;APT28;APT39;TA2541;APT37;APT19;RTM;Magic Hound;Silence;Leviathan;Naikon;APT29;Gorgon Group;Patchwork;ZIRCONIUM;FIN7;FIN10;Dark Caracal;Tropic Trooper;Lazarus Group;Windshift;APT41;LuminousMoth;PROMETHIUM;Turla;Putter Panda;MuddyWater;FIN6;Threat Group-3390;Sidewinder;Molerats;Cobalt Group;Higaisa;Mustang Panda;Rocke;Moonstone Sleet;FIN13;Gamaredon Group;APT18;Wizard Spider;APT32;APT3;BRONZE BUTLER;Darkhotel;APT33;Dragonfly;Kimsuky;LazyScripter;Confucius;Ke3chang;RedCurl,intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd;intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca;intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c;intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80;intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0;intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c;intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6;intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f;intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13;intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321;intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e;intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050;intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542;intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27;intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0;intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b;intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc;intrusion-set--fbe9387f-34e6-4828-ac28-3080020c597b;intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12;intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924;intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a;intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1;intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7;intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6;intrusion-set--efed95ba-d7e8-47ff-8c53-99c42426ee7c;intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6;intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45;intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2;intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb;intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c;intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e;intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411;intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a;intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3;intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4;intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad;intrusion-set--e6db1e55-b199-4b6b-8633-989345ee45e0;intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4;intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf;intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648;intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7;intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e;intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9;intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90;intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383;intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f;intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1;intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f;intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03;intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f;intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c;intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,52,Operation Dream Job;Operation Sharpshooter,campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b;campaign--37764c78-2a99-46d1-a7ea-6454b9bf93a0,2,0,5
attack-pattern--9e8b28c9-35fe-48ac-a14d-e6cc032dcbcd,T1574.010,Services File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],BlackEnergy,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,1,,,0,,,0,3,4
attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747,T1534,Internal Spearphishing,['lateral-movement'],"['Windows', 'macOS', 'Linux', 'SaaS', 'Office Suite']",,,0,Gamaredon Group;Kimsuky;Leviathan;HEXANE,intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf;intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f;intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e;intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,4,Operation Dream Job,campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b,1,0,3
attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,T1210,Exploitation of Remote Services,['lateral-movement'],"['Linux', 'Windows', 'macOS']",Flame;WannaCry;Empire;Bad Rabbit;QakBot;Emotet;NotPetya;Stuxnet;PoshC2;Lucifer;Conficker;InvisiMole;TrickBot,malware--ff6840c9-4c87-4d07-bbb6-9f50aa33d498;malware--75ecdbf1-c2bb-4afc-a3f9-c8da4de8c661;tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3;malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a;malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9;malware--32066e94-3112-48ca-b9eb-ba2b59d2f023;malware--5719af9d-6b16-46f9-9b28-fb019541ddbb;malware--088f1d6e-0783-47c6-9923-9c79b2af43d4;tool--4b57c098-f043-4da2-83ef-7588a6d426bc;malware--54a73038-1937-4d71-a253-316e76d5413c;malware--58eddbaf-7416-419a-ad7b-e65b9d4c3b55;malware--47afe41c-4c08-485e-b062-c3bd209a1cce;malware--00806466-754d-44ea-ad6f-0caf59cb8556,13,Wizard Spider;Fox Kitten;Ember Bear;Earth Lusca;APT28;Dragonfly;FIN7;MuddyWater;Threat Group-3390;menuPass;Tonto Team,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7;intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee;intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9;intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034;intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c;intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1;intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc;intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2;intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c;intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f;intrusion-set--c5b81590-6814-4d2a-8baa-15c4b6c7f960,11,,,0,8,2
attack-pattern--9c99724c-a483-4d60-ad9d-7f004e42e8e8,T1102.003,One-Way Communication,['command-and-control'],"['Linux', 'macOS', 'Windows']",EVILNUM;Metamorfo;OnionDuke;HAMMERTOSS,malware--7cdfccda-2950-4167-981a-60872ff5d0db;malware--81c57a96-fc8c-4f91-af8e-63e24c2927c2;malware--b136d088-a829-432c-ac26-5529c26d4c7e;malware--2daa14d6-cbf3-4308-bb8e-213c324a08e4,4,Leviathan;Gamaredon Group,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e;intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,2,,,0,2,3
attack-pattern--9c306d8d-cde7-4b4c-b6e8-d0bb16caca36,T1212,Exploitation for Credential Access,['credential-access'],"['Linux', 'Windows', 'macOS', 'Identity Provider']",,,0,,,0,,,0,5,3
attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b,T1071.002,File Transfer Protocols,['command-and-control'],"['Linux', 'macOS', 'Windows', 'Network']",PoetRAT;Mythic;Machete;XAgentOSX;JPIN;Kazuar;CARROTBALL;Regin;SYSCON;Attor;SharpDisco;ShadowPad;ZxShell;NOKKI;Disco;BADHATCH;Cobalt Strike,malware--cc5497f7-a9e8-436f-94da-b2b4a9b9ad3c;tool--d505fc8b-2e64-46eb-96d6-9ef7ffca5b66;malware--35cd1d01-1ede-44d2-b073-a264d727bc04;malware--59a97b15-8189-4d51-9404-e1ce8ea4a069;malware--de6cb631-52f6-4169-a73b-7965390b0c30;malware--536be338-e2ef-4a6b-afb6-8d5568b91eb2;tool--5fc81b43-62b5-41b1-9113-c79ae5f030c4;malware--4c59cce8-cb48-4141-b9f1-f646edfaadb0;malware--edf5aee2-9b1c-4252-8e64-25b12f14c8b3;malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa;malware--1fefb062-feda-484a-8f10-0cebf65e20e3;malware--ec9e00dd-0313-4d5b-8105-c20aa47abffc;malware--cfc75b0d-e579-40ae-ad07-a1ce00d49a6c;malware--071d5d65-83ec-4a55-acfa-be7d5f28ba9a;malware--e1445afd-c359-45ed-8f27-626dc4d5e157;malware--3553b49d-d4ae-4fb6-ab17-0adbc520c888;malware--a7881f21-e978-4fe4-af56-92c9416a2616,17,APT41;Dragonfly;Kimsuky;SilverTerrier,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7;intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1;intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f;intrusion-set--76565741-3452-4069-ab08-80c0ea95bbeb,4,Operation Honeybee,campaign--4553292d-12c6-4a93-934d-12160370d4e0,1,1,2
attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,T1039,Data from Network Shared Drive,['collection'],"['Linux', 'macOS', 'Windows']",CosmicDuke;BADNEWS;Ramsay;Egregor,malware--2eb9b131-d333-4a48-9eb4-d8dec46c19ee;malware--e9595678-d269-469e-ae6b-75e49259de63;malware--ba09b86c-1c40-4ff1-bda0-0d8c4ca35997;malware--cc4c1287-9c86-4447-810c-744f3880ec37,4,RedCurl;APT28;Gamaredon Group;Sowbug;BRONZE BUTLER;Chimera;menuPass;Fox Kitten,intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89;intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c;intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf;intrusion-set--d1acfbb3-647b-4723-9154-800ec119006e;intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90;intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c;intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f;intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,8,C0015,campaign--78068e68-4124-4243-b6f4-76e4e5be8a06,1,0,6
