id,technique_id,name,tactic,x_mitre_platforms,malware_tool_name,software_id,software_count,threat Name,group_id,group_count,campaign_name,campaign_id,campaign_count,Mitigation Count,Detection Count
attack-pattern--0a5231ec-41af-4a35-83d0-6bdf11f28c65,T1129,Shared Modules,['execution'],"['Windows', 'macOS', 'Linux']",Hydraq;PUNCHBUGGY;gh0st RAT;Astaroth;Stuxnet;KillDisk;Attor;DarkWatchman;Metamorfo;Bumblebee;TajMahal;FoggyWeb;RotaJakiro;BLINDINGCAN;OSX_OCEANLOTUS.D;VersaMem;PipeMon;Dtrack;BOOSTWRITE;Ebury,malware--73a4793a-ce55-4159-b2a6-208ef29b326f;malware--5c6ed2dc-37f4-40ea-b2e1-4c76140a388c;malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24;malware--edb24a93-1f7a-4bbf-a738-1397a14662c6;malware--088f1d6e-0783-47c6-9923-9c79b2af43d4;malware--e221eb77-1502-4129-af1d-fe1ad55e7ec6;malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa;malware--63686509-069b-4143-99ea-4e59cad6cb2a;malware--81c57a96-fc8c-4f91-af8e-63e24c2927c2;malware--04378e79-4387-468a-a8f7-f974b8254e44;malware--b51797f7-57da-4210-b8ac-b8632ee75d70;malware--72911fe3-f085-40f7-b4f2-f25a4221fe44;malware--08e844a8-371f-4fe3-9d1f-e056e64a7fde;malware--01dbc71d-0ee8-420d-abb4-3dfb6a4bf725;malware--b00f90b6-c75c-4bfd-b813-ca9e6c9ebf29;malware--0a6ec267-83a9-41a5-98c7-57c3ff81e11f;malware--8393dac0-0583-456a-9372-fd81691bca20;malware--f8774023-8021-4ece-9aca-383ac89d2759;malware--56d10a7f-bb42-4267-9b4c-63abb9c06010;malware--d6b3fcd0-1c86-4350-96f0-965ed02fcc51,20,,,0,,,0,1,2
attack-pattern--0ad7bc5c-235a-4048-944b-3b286676cb74,T1602,Data from Configuration Repository,['collection'],['Network'],,,0,,,0,,,0,6,2
attack-pattern--0042a9f5-f053-4769-b3ef-9ad018dfa298,T1055.011,Extra Window Memory Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],Epic;Power Loader,malware--6b62e336-176f-417b-856a-8552dd8c44e1;malware--0a9c51e0-825d-4b9b-969d-ce86ed8ce3c3,2,,,0,,,0,1,1
attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3,T1498.001,Direct Network Flood,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",,,0,,,0,,,0,1,2
attack-pattern--0c2d00da-7742-49e7-9928-4514e5075d32,T1574.007,Path Interception by PATH Environment Variable,"['persistence', 'privilege-escalation', 'defense-evasion']","['Windows', 'macOS', 'Linux']",PowerSploit;Empire;DarkGate,tool--13cd9151-83b7-410d-9f98-25d0f0d1d80d;tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3;malware--6f6f67c9-556d-4459-95c2-78d272190e52,3,,,0,,,0,3,3
attack-pattern--0c4b4fda-9062-47da-98b9-ceae2dcf052a,T1213.002,Sharepoint,['collection'],"['Windows', 'Office Suite']",spwebmember,tool--33b9e38f-103c-412d-bdcf-904a91fff1e4,1,Akira;LAPSUS$;Chimera;APT28;Ke3chang,intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d;intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7;intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c;intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c;intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,5,C0027,campaign--df74f7ad-b10d-431c-9f1d-a2bc18dadefa,1,3,3
attack-pattern--0c8ab3eb-df48-4b9c-ace7-beacaac81cc5,T1006,Direct Volume Access,['defense-evasion'],"['Windows', 'Network']",esentutl,tool--c256da91-6dd5-40b2-beeb-ee3b22ab3d27,1,Scattered Spider;Volt Typhoon,intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b;intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,2,,,0,2,3
attack-pattern--0cc222f5-c3ff-48e6-9f52-3314baf9d37e,T1588.007,Artificial Intelligence,['resource-development'],['PRE'],,,0,,,0,,,0,1,0
attack-pattern--0ce73446-8722-4086-9d43-514f1d0f669e,T1666,Modify Cloud Resource Hierarchy,['defense-evasion'],['IaaS'],,,0,,,0,,,0,3,1
attack-pattern--0cf55441-b176-4332-89e7-2c4c7799d0ff,T1564.008,Email Hiding Rules,['defense-evasion'],"['Windows', 'Linux', 'macOS', 'Office Suite']",,,0,Scattered Spider;FIN4,intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b;intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6,2,,,0,1,3
attack-pattern--0cfe31a7-81fc-472c-bc45-e2808d1066a3,T1491.002,External Defacement,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",,,0,Ember Bear;Sandworm Team,intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9;intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,2,,,0,1,4
attack-pattern--06c00069-771a-4d57-8ef5-d3718c1a8771,T1556.003,Pluggable Authentication Modules,"['credential-access', 'defense-evasion', 'persistence']","['Linux', 'macOS']",Ebury;Skidmap,malware--d6b3fcd0-1c86-4350-96f0-965ed02fcc51;malware--4b68b5ea-2e1b-4225-845b-8632f702b9a0,2,,,0,,,0,2,2
attack-pattern--0708ae90-d0eb-4938-9a76-d0fc94f6eec1,T1578.004,Revert Cloud Instance,['defense-evasion'],['IaaS'],,,0,,,0,,,0,0,4
